;thickness(m) = 2.2e-07
mode 0 = TE
mode 1 = TM
;wavelength(m), width(m), curvature(1/m), temperature(K), mode number, neff, ng, loss (dB/m), dispersion(s/m^2)
1.335e-06, 1e-06, 333333, 250, 0, 2.628, 4.20872, 139.179, -0.00138479
1.36e-06, 1e-06, 333333, 250, 0, 2.59849, 4.19958, 141.353, -0.00105744
1.53e-06, 1.5e-06, 333333, 250, 0, 2.65824, 4.21078, 145.868, -0.00285815
1.53875e-06, 1.5e-06, 333333, 250, 0, 2.64938, 4.20332, 146.58, -0.00282965
1.5475e-06, 1.5e-06, 333333, 250, 0, 2.64056, 4.19593, 147.291, -0.00280176
1.55625e-06, 1.5e-06, 333333, 250, 0, 2.63179, 4.18862, 148.002, -0.00277445
1.565e-06, 1.5e-06, 333333, 250, 0, 2.62306, 4.18137, 148.713, -0.00274764
1.26e-06, 1.5e-06, 333333, 250, 0, 2.67338, 4.3679, 123.927, -0.00456072
1.285e-06, 1.5e-06, 333333, 250, 0, 2.64008, 4.33514, 125.959, -0.00418295
1.31e-06, 1.5e-06, 333333, 250, 0, 2.6074, 4.30514, 127.99, -0.00382256
1.335e-06, 1.5e-06, 333333, 250, 0, 2.86827, 4.40221, 130.022, -0.00383207
1.36e-06, 1.5e-06, 333333, 250, 0, 2.83981, 4.37418, 132.054, -0.00364959
1.53e-06, 2e-06, 333333, 250, 0, 2.87491, 4.50995, 135.596, -0.00309301
1.53875e-06, 2e-06, 333333, 250, 0, 2.86558, 4.50186, 136.257, -0.00307074
1.5475e-06, 2e-06, 333333, 250, 0, 2.8563, 4.49383, 136.918, -0.00304968
1.55625e-06, 2e-06, 333333, 250, 0, 2.84706, 4.48586, 137.579, -0.00302978
1.565e-06, 2e-06, 333333, 250, 0, 2.83787, 4.47793, 138.24, -0.00301101
1.26e-06, 2e-06, 333333, 250, 0, 2.64575, 4.55232, 115.2, -0.00546718
1.285e-06, 2e-06, 333333, 250, 0, 2.60832, 4.51235, 117.089, -0.00520362
1.31e-06, 2e-06, 333333, 250, 0, 2.57164, 4.47419, 118.977, -0.00498583
1.335e-06, 2e-06, 333333, 250, 0, 2.53569, 4.4375, 120.866, -0.00480711
1.36e-06, 2e-06, 333333, 250, 0, 2.76421, 4.53951, 122.754, -0.00419153
1.53e-06, 3.5e-07, 0, 450, 0, 2.11006, 4.4977, 141.246, -0.00340565
1.53875e-06, 3.5e-07, 0, 450, 0, 2.09643, 4.48834, 141.934, -0.00373119
1.5475e-06, 3.5e-07, 0, 450, 0, 2.08286, 4.4781, 142.623, -0.00407195
1.55625e-06, 3.5e-07, 0, 450, 0, 2.06934, 4.46695, 143.311, -0.00442765
1.565e-06, 3.5e-07, 0, 450, 0, 2.0559, 4.45485, 144, -0.00479796
1.26e-06, 3.5e-07, 0, 450, 0, 2.54092, 4.55949, 120, -7.24513e-05
1.285e-06, 3.5e-07, 0, 450, 0, 2.50087, 4.55952, 121.967, 7.06859e-05
1.31e-06, 3.5e-07, 0, 450, 0, 2.46081, 4.56033, 123.934, 0.00013509
1.335e-06, 3.5e-07, 0, 450, 0, 2.42074, 4.56133, 125.902, 0.000118766
1.36e-06, 3.5e-07, 0, 450, 0, 2.38065, 4.56188, 127.869, 1.78344e-05
1.53e-06, 4e-07, 0, 450, 0, 2.28593, 4.4291, 140.39, -0.000291648
1.53875e-06, 4e-07, 0, 450, 0, 2.27368, 4.4282, 141.074, -0.000391877
1.5475e-06, 4e-07, 0, 450, 0, 2.26143, 4.42703, 141.759, -0.000500432
1.55625e-06, 4e-07, 0, 450, 0, 2.24919, 4.42556, 142.443, -0.000617519
1.565e-06, 4e-07, 0, 450, 0, 2.23696, 4.42377, 143.127, -0.000743336
1.26e-06, 4e-07, 0, 450, 0, 2.66307, 4.42078, 119.273, -0.000463938
1.285e-06, 4e-07, 0, 450, 0, 2.62822, 4.41828, 121.228, -0.000210599
1.31e-06, 4e-07, 0, 450, 0, 2.59341, 4.41748, 123.183, -7.10962e-06
1.335e-06, 4e-07, 0, 450, 0, 2.55859, 4.41803, 125.139, 0.000149291
1.36e-06, 4e-07, 0, 450, 0, 2.52376, 4.41959, 127.094, 0.000259981
1.53e-06, 4.5e-07, 0, 450, 0, 2.40663, 4.32009, 139.534, 0.000298473
1.53875e-06, 4.5e-07, 0, 450, 0, 2.39569, 4.32084, 140.214, 0.000277139
1.5475e-06, 4.5e-07, 0, 450, 0, 2.38474, 4.32153, 140.894, 0.000251568
1.55625e-06, 4.5e-07, 0, 450, 0, 2.37378, 4.32215, 141.574, 0.000221669
1.565e-06, 4.5e-07, 0, 450, 0, 2.36283, 4.32269, 142.255, 0.000187347
1.26e-06, 4.5e-07, 0, 450, 0, 2.7429, 4.32064, 118.545, -0.000921703
1.285e-06, 4.5e-07, 0, 450, 0, 2.71166, 4.31479, 120.489, -0.000644036
1.31e-06, 4.5e-07, 0, 450, 0, 2.68051, 4.31087, 122.432, -0.000407163
1.335e-06, 4.5e-07, 0, 450, 0, 2.64942, 4.30858, 124.376, -0.000206763
1.36e-06, 4.5e-07, 0, 450, 0, 2.61836, 4.30767, 126.319, -3.97373e-05
1.53e-06, 5e-07, 0, 450, 0, 2.49769, 4.22364, 138.678, 0.00025067
1.53875e-06, 5e-07, 0, 450, 0, 2.48782, 4.2243, 139.354, 0.000258408
1.5475e-06, 5e-07, 0, 450, 0, 2.47795, 4.22499, 140.03, 0.000263668
1.55625e-06, 5e-07, 0, 450, 0, 2.46807, 4.22568, 140.706, 0.000266402
1.565e-06, 5e-07, 0, 450, 0, 2.45818, 4.22638, 141.382, 0.000266615
1.26e-06, 5e-07, 0, 450, 0, 2.80268, 4.24748, 117.818, -0.00131148
1.285e-06, 5e-07, 0, 450, 0, 2.77411, 4.23872, 119.75, -0.0010305
1.31e-06, 5e-07, 0, 450, 0, 2.74568, 4.23192, 121.681, -0.000786785
1.335e-06, 5e-07, 0, 450, 0, 2.71737, 4.22683, 123.613, -0.00057545
1.36e-06, 5e-07, 0, 450, 0, 2.68914, 4.22321, 125.544, -0.000392696
1.53e-06, 5.5e-07, 0, 450, 0, 2.56268, 4.14738, 137.822, 5.67929e-05
1.53875e-06, 5.5e-07, 0, 450, 0, 2.55362, 4.14755, 138.494, 7.5512e-05
1.5475e-06, 5.5e-07, 0, 450, 0, 2.54456, 4.14777, 139.165, 9.2504e-05
1.55625e-06, 5.5e-07, 0, 450, 0, 2.53549, 4.14803, 139.837, 0.000107743
1.565e-06, 5.5e-07, 0, 450, 0, 2.52642, 4.14833, 140.509, 0.000121249
1.26e-06, 5.5e-07, 0, 450, 0, 2.84473, 4.19349, 117.091, -0.00160943
1.285e-06, 5.5e-07, 0, 450, 0, 2.81808, 4.18249, 119.01, -0.00133093
1.31e-06, 5.5e-07, 0, 450, 0, 2.79163, 4.17344, 120.93, -0.00108815
1.335e-06, 5.5e-07, 0, 450, 0, 2.76533, 4.16609, 122.849, -0.000875965
1.36e-06, 5.5e-07, 0, 450, 0, 2.73915, 4.16023, 124.769, -0.000690308
1.53e-06, 6e-07, 0, 450, 0, 2.61502, 4.08552, 136.966, -0.000162345
1.53875e-06, 6e-07, 0, 450, 0, 2.60661, 4.08512, 137.633, -0.0001391
1.5475e-06, 6e-07, 0, 450, 0, 2.5982, 4.08479, 138.301, -0.000117226
1.55625e-06, 6e-07, 0, 450, 0, 2.5898, 4.0845, 138.969, -9.67219e-05
1.565e-06, 6e-07, 0, 450, 0, 2.5814, 4.08427, 139.636, -7.75321e-05
1.26e-06, 6e-07, 0, 450, 0, 2.87876, 4.15148, 116.364, -0.00185161
1.285e-06, 6e-07, 0, 450, 0, 2.85363, 4.13865, 118.271, -0.00157705
1.31e-06, 6e-07, 0, 450, 0, 2.82874, 4.12774, 120.179, -0.00133743
1.335e-06, 6e-07, 0, 450, 0, 2.80404, 4.11851, 122.086, -0.0011275
1.36e-06, 6e-07, 0, 450, 0, 2.7795, 4.11076, 123.994, -0.000943049
1.53e-06, 6.5e-07, 0, 450, 0, 2.65416, 4.03729, 136.11, -0.000354657
1.53875e-06, 6.5e-07, 0, 450, 0, 2.64625, 4.03639, 136.773, -0.000329679
1.5475e-06, 6.5e-07, 0, 450, 0, 2.63835, 4.03556, 137.437, -0.000305886
1.55625e-06, 6.5e-07, 0, 450, 0, 2.63045, 4.03479, 138.1, -0.000283266
1.565e-06, 6.5e-07, 0, 450, 0, 2.62256, 4.03407, 138.764, -0.000261768
1.26e-06, 6.5e-07, 0, 450, 0, 2.90398, 4.11916, 115.636, -0.00203714
1.285e-06, 6.5e-07, 0, 450, 0, 2.88002, 4.10492, 117.532, -0.00176642
1.31e-06, 6.5e-07, 0, 450, 0, 2.85631, 4.09258, 119.428, -0.0015302
1.335e-06, 6.5e-07, 0, 450, 0, 2.83282, 4.0819, 121.323, -0.00132319
1.36e-06, 6.5e-07, 0, 450, 0, 2.80951, 4.07268, 123.219, -0.00114111
1.53e-06, 8.5e-07, 0, 450, 0, 2.74943, 3.91926, 132.686, -0.000884411
1.53875e-06, 8.5e-07, 0, 450, 0, 2.74275, 3.91697, 133.332, -0.000859379
1.5475e-06, 8.5e-07, 0, 450, 0, 2.73608, 3.91474, 133.979, -0.000835312
1.55625e-06, 8.5e-07, 0, 450, 0, 2.72942, 3.91258, 134.626, -0.000812156
1.565e-06, 8.5e-07, 0, 450, 0, 2.72278, 3.91048, 135.273, -0.000789892
1.26e-06, 8.5e-07, 0, 450, 0, 2.96552, 4.04171, 112.727, -0.00249046
1.285e-06, 8.5e-07, 0, 450, 0, 2.94435, 4.02403, 114.575, -0.00223105
1.31e-06, 8.5e-07, 0, 450, 0, 2.9235, 4.00817, 116.423, -0.00200557
1.335e-06, 8.5e-07, 0, 450, 0, 2.90294, 3.99389, 118.271, -0.00180863
1.36e-06, 8.5e-07, 0, 450, 0, 2.88263, 3.98099, 120.119, -0.00163588
1.53e-06, 1e-06, 0, 450, 0, 2.78715, 3.87222, 130.117, -0.00110934
1.53875e-06, 1e-06, 0, 450, 0, 2.78095, 3.86934, 130.752, -0.00108533
1.5475e-06, 1e-06, 0, 450, 0, 2.77477, 3.86652, 131.386, -0.00106223
1.55625e-06, 1e-06, 0, 450, 0, 2.7686, 3.86376, 132.02, -0.00104002
1.565e-06, 1e-06, 0, 450, 0, 2.76245, 3.86106, 132.655, -0.00101863
1.26e-06, 1e-06, 0, 450, 0, 2.79251, 4.27898, 110.545, -0.000922288
1.285e-06, 1e-06, 0, 450, 0, 2.96981, 3.99215, 112.358, -0.00241576
1.31e-06, 1e-06, 0, 450, 0, 2.95009, 3.97489, 114.17, -0.00219513
1.335e-06, 1e-06, 0, 450, 0, 2.93069, 3.95917, 115.982, -0.00200293
1.36e-06, 1e-06, 0, 450, 0, 2.91156, 3.94479, 117.794, -0.00183477
1.53e-06, 1.5e-06, 0, 450, 0, 2.84145, 3.80396, 121.557, -0.00144292
1.53875e-06, 1.5e-06, 0, 450, 0, 2.83595, 3.8002, 122.15, -0.00142098
1.5475e-06, 1.5e-06, 0, 450, 0, 2.83048, 3.7965, 122.742, -0.00139992
1.55625e-06, 1.5e-06, 0, 450, 0, 2.82503, 3.79286, 123.335, -0.0013797
1.565e-06, 1.5e-06, 0, 450, 0, 2.8196, 3.78926, 123.927, -0.00136029
1.26e-06, 1.5e-06, 0, 450, 0, 2.56722, 4.63759, 103.273, 0.0019825
1.285e-06, 1.5e-06, 0, 450, 0, 2.75919, 4.286, 104.966, -0.000436322
1.31e-06, 1.5e-06, 0, 450, 0, 2.72951, 4.28387, 106.659, -0.00013403
1.335e-06, 1.5e-06, 0, 450, 0, 2.69985, 4.28391, 108.352, 0.000141328
1.36e-06, 1.5e-06, 0, 450, 0, 2.84994, 4.02851, 110.045, -0.00131731
1.53e-06, 2e-06, 0, 450, 0, 2.78475, 3.87944, 112.997, -0.00103583
1.53875e-06, 2e-06, 0, 450, 0, 2.85535, 3.77571, 113.548, -0.00154191
1.5475e-06, 2e-06, 0, 450, 0, 2.85012, 3.77169, 114.098, -0.0015217
1.55625e-06, 2e-06, 0, 450, 0, 2.84492, 3.76773, 114.649, -0.00150234
1.565e-06, 2e-06, 0, 450, 0, 2.83975, 3.76381, 115.2, -0.00148377
1.26e-06, 2e-06, 0, 450, 0, 2.62688, 4.54711, 96, 0.0013256
1.285e-06, 2e-06, 0, 450, 0, 2.58867, 4.55877, 97.5738, 0.00178438
1.31e-06, 2e-06, 0, 450, 0, 2.5502, 4.57377, 99.1475, 0.00221593
1.335e-06, 2e-06, 0, 450, 0, 2.69752, 4.29197, 100.721, 0.000250902
1.36e-06, 2e-06, 0, 450, 0, 2.66763, 4.29485, 102.295, 0.000515936
1.53e-06, 3.5e-07, 100000, 450, 0, 2.11037, 4.49524, 149.721, -0.00347922
1.53875e-06, 3.5e-07, 100000, 450, 0, 2.09676, 4.48568, 150.45, -0.00381059
1.5475e-06, 3.5e-07, 100000, 450, 0, 2.0832, 4.47523, 151.18, -0.00415773
1.55625e-06, 3.5e-07, 100000, 450, 0, 2.06971, 4.46385, 151.91, -0.00452046
1.565e-06, 3.5e-07, 100000, 450, 0, 2.05628, 4.45149, 152.64, -0.00489847
1.26e-06, 3.5e-07, 100000, 450, 0, 2.54105, 4.55967, 127.2, -8.78995e-05
1.285e-06, 3.5e-07, 100000, 450, 0, 2.501, 4.55958, 129.285, 5.41898e-05
1.31e-06, 3.5e-07, 100000, 450, 0, 2.46095, 4.56027, 131.37, 0.000117163
1.335e-06, 3.5e-07, 100000, 450, 0, 2.42088, 4.56112, 133.456, 9.8904e-05
1.36e-06, 3.5e-07, 100000, 450, 0, 2.38079, 4.56152, 135.541, -4.53792e-06
1.53e-06, 4e-07, 100000, 450, 0, 2.28614, 4.42834, 148.813, -0.000323759
1.53875e-06, 4e-07, 100000, 450, 0, 2.2739, 4.42736, 149.539, -0.00042562
1.5475e-06, 4e-07, 100000, 450, 0, 2.26165, 4.4261, 150.264, -0.000535957
1.55625e-06, 4e-07, 100000, 450, 0, 2.24942, 4.42453, 150.989, -0.000654963
1.565e-06, 4e-07, 100000, 450, 0, 2.23719, 4.42265, 151.715, -0.00078287
1.26e-06, 4e-07, 100000, 450, 0, 2.66328, 4.42169, 126.429, -0.000480853
1.285e-06, 4e-07, 100000, 450, 0, 2.62842, 4.41906, 128.502, -0.000227306
1.31e-06, 4e-07, 100000, 450, 0, 2.5936, 4.41814, 130.574, -2.38292e-05
1.335e-06, 4e-07, 100000, 450, 0, 2.55878, 4.41857, 132.647, 0.000132322
1.36e-06, 4e-07, 100000, 450, 0, 2.52394, 4.41999, 134.72, 0.000242507
1.53e-06, 4.5e-07, 100000, 450, 0, 2.40686, 4.32023, 147.906, 0.000275361
1.53875e-06, 4.5e-07, 100000, 450, 0, 2.39592, 4.32092, 148.627, 0.000253446
1.5475e-06, 4.5e-07, 100000, 450, 0, 2.38497, 4.32155, 149.348, 0.000227247
1.55625e-06, 4.5e-07, 100000, 450, 0, 2.37402, 4.32211, 150.069, 0.000196674
1.565e-06, 4.5e-07, 100000, 450, 0, 2.36307, 4.32257, 150.79, 0.000161609
1.26e-06, 4.5e-07, 100000, 450, 0, 2.74327, 4.32245, 125.658, -0.000944248
1.285e-06, 4.5e-07, 100000, 450, 0, 2.712, 4.31644, 127.718, -0.000665555
1.31e-06, 4.5e-07, 100000, 450, 0, 2.68083, 4.31236, 129.778, -0.000427872
1.335e-06, 4.5e-07, 100000, 450, 0, 2.64972, 4.30992, 131.838, -0.000226878
1.36e-06, 4.5e-07, 100000, 450, 0, 2.61864, 4.30886, 133.898, -5.94401e-05
1.53e-06, 5e-07, 100000, 450, 0, 2.49802, 4.22468, 146.998, 0.000227865
1.53875e-06, 5e-07, 100000, 450, 0, 2.48814, 4.22529, 147.715, 0.000235489
1.5475e-06, 5e-07, 100000, 450, 0, 2.47826, 4.22591, 148.432, 0.000240603
1.55625e-06, 5e-07, 100000, 450, 0, 2.46838, 4.22654, 149.148, 0.000243169
1.565e-06, 5e-07, 100000, 450, 0, 2.45849, 4.22718, 149.865, 0.000243164
1.26e-06, 5e-07, 100000, 450, 0, 2.80332, 4.25058, 124.887, -0.00134359
1.285e-06, 5e-07, 100000, 450, 0, 2.77469, 4.24158, 126.935, -0.00106063
1.31e-06, 5e-07, 100000, 450, 0, 2.74622, 4.23457, 128.982, -0.000815226
1.335e-06, 5e-07, 100000, 450, 0, 2.71787, 4.22927, 131.029, -0.000602444
1.36e-06, 5e-07, 100000, 450, 0, 2.68961, 4.22545, 133.077, -0.000418461
1.53e-06, 5.5e-07, 100000, 450, 0, 2.56316, 4.14942, 146.091, 3.01837e-05
1.53875e-06, 5.5e-07, 100000, 450, 0, 2.55409, 4.14953, 146.803, 4.90681e-05
1.5475e-06, 5.5e-07, 100000, 450, 0, 2.54502, 4.14968, 147.515, 6.61849e-05
1.55625e-06, 5.5e-07, 100000, 450, 0, 2.53595, 4.14987, 148.227, 8.15426e-05
1.565e-06, 5.5e-07, 100000, 450, 0, 2.52687, 4.1501, 148.94, 9.51428e-05
1.26e-06, 5.5e-07, 100000, 450, 0, 2.84572, 4.19822, 124.116, -0.00165392
1.285e-06, 5.5e-07, 100000, 450, 0, 2.819, 4.1869, 126.151, -0.00137244
1.31e-06, 5.5e-07, 100000, 450, 0, 2.79248, 4.17755, 128.186, -0.00112703
1.335e-06, 5.5e-07, 100000, 450, 0, 2.76612, 4.16992, 130.22, -0.000912539
1.36e-06, 5.5e-07, 100000, 450, 0, 2.73989, 4.16379, 132.255, -0.000724845
1.53e-06, 6e-07, 100000, 450, 0, 2.61575, 4.08891, 145.184, -0.000196094
1.53875e-06, 6e-07, 100000, 450, 0, 2.60732, 4.08842, 145.891, -0.000172421
1.5475e-06, 6e-07, 100000, 450, 0, 2.5989, 4.088, 146.599, -0.000150155
1.55625e-06, 6e-07, 100000, 450, 0, 2.59048, 4.08763, 147.307, -0.000129263
1.565e-06, 6e-07, 100000, 450, 0, 2.58207, 4.08731, 148.015, -0.000109731
1.26e-06, 6e-07, 100000, 450, 0, 2.88026, 4.15851, 123.345, -0.00191398
1.285e-06, 6e-07, 100000, 450, 0, 2.85503, 4.14523, 125.368, -0.001635
1.31e-06, 6e-07, 100000, 450, 0, 2.83004, 4.13391, 127.39, -0.00139146
1.335e-06, 6e-07, 100000, 450, 0, 2.80526, 4.12429, 129.412, -0.00117804
1.36e-06, 6e-07, 100000, 450, 0, 2.78063, 4.11617, 131.434, -0.000990483
1.53e-06, 6.5e-07, 100000, 450, 0, 2.65522, 4.04231, 144.276, -0.000397971
1.53875e-06, 6.5e-07, 100000, 450, 0, 2.64729, 4.04129, 144.98, -0.000372312
1.5475e-06, 6.5e-07, 100000, 450, 0, 2.63937, 4.04035, 145.683, -0.000347871
1.55625e-06, 6.5e-07, 100000, 450, 0, 2.63145, 4.03946, 146.386, -0.000324617
1.565e-06, 6.5e-07, 100000, 450, 0, 2.62353, 4.03864, 147.089, -0.000302527
1.26e-06, 6.5e-07, 100000, 450, 0, 2.90615, 4.129, 122.575, -0.00212062
1.285e-06, 6.5e-07, 100000, 450, 0, 2.88203, 4.11416, 124.584, -0.00184392
1.31e-06, 6.5e-07, 100000, 450, 0, 2.85819, 4.10126, 126.593, -0.00160237
1.335e-06, 6.5e-07, 100000, 450, 0, 2.83458, 4.09005, 128.603, -0.00139058
1.36e-06, 6.5e-07, 100000, 450, 0, 2.81116, 4.08034, 130.612, -0.0012042
1.53e-06, 8.5e-07, 100000, 450, 0, 2.75311, 3.9357, 140.647, -0.000996947
1.53875e-06, 8.5e-07, 100000, 450, 0, 2.74636, 3.93312, 141.332, -0.000969805
1.5475e-06, 8.5e-07, 100000, 450, 0, 2.73962, 3.93061, 142.018, -0.000943666
1.55625e-06, 8.5e-07, 100000, 450, 0, 2.73289, 3.92817, 142.703, -0.000918506
1.565e-06, 8.5e-07, 100000, 450, 0, 2.72617, 3.92579, 143.389, -0.000894272
1.26e-06, 8.5e-07, 100000, 450, 0, 2.97253, 4.07096, 119.491, -0.00271092
1.285e-06, 8.5e-07, 100000, 450, 0, 2.95093, 4.05169, 121.45, -0.0024366
1.31e-06, 8.5e-07, 100000, 450, 0, 2.92969, 4.03434, 123.409, -0.00219756
1.335e-06, 8.5e-07, 100000, 450, 0, 2.90876, 4.01867, 125.368, -0.00198828
1.36e-06, 8.5e-07, 100000, 450, 0, 2.8881, 4.00446, 127.326, -0.00180426
1.53e-06, 1e-06, 100000, 450, 0, 2.79469, 3.90429, 137.924, -0.00130971
1.53875e-06, 1e-06, 100000, 450, 0, 2.78835, 3.90089, 138.597, -0.00128213
1.5475e-06, 1e-06, 100000, 450, 0, 2.78203, 3.89756, 139.269, -0.00125553
1.55625e-06, 1e-06, 100000, 450, 0, 2.77574, 3.8943, 139.941, -0.00122989
1.565e-06, 1e-06, 100000, 450, 0, 2.76946, 3.8911, 140.614, -0.00120515
1.26e-06, 1e-06, 100000, 450, 0, 2.78651, 4.26224, 117.178, -0.000889108
1.285e-06, 1e-06, 100000, 450, 0, 2.98278, 4.0436, 119.099, -0.00275842
1.31e-06, 1e-06, 100000, 450, 0, 2.96234, 4.02384, 121.02, -0.00251855
1.335e-06, 1e-06, 100000, 450, 0, 2.94225, 4.00576, 122.941, -0.00230843
1.36e-06, 1e-06, 100000, 450, 0, 2.9225, 3.98916, 124.862, -0.00212356
1.53e-06, 1.5e-06, 100000, 450, 0, 2.87842, 3.93256, 128.851, -0.00193146
1.53875e-06, 1.5e-06, 100000, 450, 0, 2.8724, 3.92752, 129.479, -0.00190697
1.5475e-06, 1.5e-06, 100000, 450, 0, 2.86642, 3.92255, 130.107, -0.00188333
1.55625e-06, 1.5e-06, 100000, 450, 0, 2.86046, 3.91764, 130.735, -0.00186049
1.565e-06, 1.5e-06, 100000, 450, 0, 2.85453, 3.91279, 131.363, -0.00183843
1.26e-06, 1.5e-06, 100000, 450, 0, 2.5554, 4.59575, 109.469, 0.00217408
1.285e-06, 1.5e-06, 100000, 450, 0, 2.74307, 4.23898, 111.264, -0.000344288
1.31e-06, 1.5e-06, 100000, 450, 0, 2.71398, 4.23761, 113.058, -2.61587e-05
1.335e-06, 1.5e-06, 100000, 450, 0, 2.86011, 4.04415, 114.853, -0.0020604
1.36e-06, 1.5e-06, 100000, 450, 0, 2.83807, 4.0296, 116.647, -0.00182424
1.53e-06, 2e-06, 100000, 450, 0, 2.77866, 3.95411, 119.777, -0.0019569
1.53875e-06, 2e-06, 100000, 450, 0, 2.77195, 3.94902, 120.36, -0.00192348
1.5475e-06, 2e-06, 100000, 450, 0, 2.76527, 3.94401, 120.944, -0.00189064
1.55625e-06, 2e-06, 100000, 450, 0, 2.75862, 3.93909, 121.528, -0.00185836
1.565e-06, 2e-06, 100000, 450, 0, 2.752, 3.93426, 122.112, -0.00182659
1.26e-06, 2e-06, 100000, 450, 0, 2.60275, 4.46442, 101.76, 0.00173063
1.285e-06, 2e-06, 100000, 450, 0, 2.56567, 4.47903, 103.428, 0.00216421
1.31e-06, 2e-06, 100000, 450, 0, 2.69804, 4.20677, 105.096, 3.96073e-06
1.335e-06, 2e-06, 100000, 450, 0, 2.66924, 4.20812, 106.765, 0.000352389
1.36e-06, 2e-06, 100000, 450, 0, 2.64039, 4.21195, 108.433, 0.000664114
1.53e-06, 3.5e-07, 133333, 450, 0, 2.1106, 4.49335, 152.546, -0.00353631
1.53875e-06, 3.5e-07, 133333, 450, 0, 2.097, 4.48363, 153.289, -0.00387214
1.5475e-06, 3.5e-07, 133333, 450, 0, 2.08346, 4.47301, 154.033, -0.00422417
1.55625e-06, 3.5e-07, 133333, 450, 0, 2.06998, 4.46145, 154.776, -0.00459225
1.565e-06, 3.5e-07, 133333, 450, 0, 2.05657, 4.4489, 155.52, -0.00497614
1.26e-06, 3.5e-07, 133333, 450, 0, 2.54115, 4.55982, 129.6, -9.97546e-05
1.285e-06, 3.5e-07, 133333, 450, 0, 2.5011, 4.55964, 131.725, 4.15287e-05
1.31e-06, 3.5e-07, 133333, 450, 0, 2.46105, 4.56023, 133.849, 0.000103372
1.335e-06, 3.5e-07, 133333, 450, 0, 2.42098, 4.56097, 135.974, 8.36063e-05
1.36e-06, 3.5e-07, 133333, 450, 0, 2.3809, 4.56125, 138.098, -2.18064e-05
1.53e-06, 4e-07, 133333, 450, 0, 2.28631, 4.42775, 151.621, -0.000348702
1.53875e-06, 4e-07, 133333, 450, 0, 2.27407, 4.4267, 152.36, -0.000451817
1.5475e-06, 4e-07, 133333, 450, 0, 2.26183, 4.42537, 153.099, -0.000563486
1.55625e-06, 4e-07, 133333, 450, 0, 2.2496, 4.42373, 153.838, -0.000683947
1.565e-06, 4e-07, 133333, 450, 0, 2.23738, 4.42177, 154.577, -0.000813432
1.26e-06, 4e-07, 133333, 450, 0, 2.66345, 4.4224, 128.815, -0.00049401
1.285e-06, 4e-07, 133333, 450, 0, 2.62858, 4.41967, 130.926, -0.000240299
1.31e-06, 4e-07, 133333, 450, 0, 2.59375, 4.41865, 133.038, -3.684e-05
1.335e-06, 4e-07, 133333, 450, 0, 2.55892, 4.41898, 135.15, 0.000119109
1.36e-06, 4e-07, 133333, 450, 0, 2.52408, 4.42031, 137.261, 0.000228886
1.53e-06, 4.5e-07, 133333, 450, 0, 2.40704, 4.32035, 150.697, 0.000257483
1.53875e-06, 4.5e-07, 133333, 450, 0, 2.3961, 4.321, 151.431, 0.000235133
1.5475e-06, 4.5e-07, 133333, 450, 0, 2.38515, 4.32158, 152.166, 0.000208464
1.55625e-06, 4.5e-07, 133333, 450, 0, 2.3742, 4.32208, 152.9, 0.000177377
1.565e-06, 4.5e-07, 133333, 450, 0, 2.36325, 4.3225, 153.635, 0.000141746
1.26e-06, 4.5e-07, 133333, 450, 0, 2.74356, 4.32386, 128.029, -0.000961673
1.285e-06, 4.5e-07, 133333, 450, 0, 2.71227, 4.31772, 130.128, -0.000682192
1.31e-06, 4.5e-07, 133333, 450, 0, 2.68108, 4.31352, 132.227, -0.000443884
1.335e-06, 4.5e-07, 133333, 450, 0, 2.64995, 4.31096, 134.326, -0.000242422
1.36e-06, 4.5e-07, 133333, 450, 0, 2.61886, 4.30978, 136.424, -7.46686e-05
1.53e-06, 5e-07, 133333, 450, 0, 2.49827, 4.22549, 149.772, 0.000210133
1.53875e-06, 5e-07, 133333, 450, 0, 2.48839, 4.22605, 150.502, 0.000217667
1.5475e-06, 5e-07, 133333, 450, 0, 2.4785, 4.22662, 151.232, 0.000222669
1.55625e-06, 5e-07, 133333, 450, 0, 2.46862, 4.22721, 151.962, 0.000225108
1.565e-06, 5e-07, 133333, 450, 0, 2.45873, 4.2278, 152.692, 0.000224947
1.26e-06, 5e-07, 133333, 450, 0, 2.8038, 4.25298, 127.244, -0.00136841
1.285e-06, 5e-07, 133333, 450, 0, 2.77515, 4.24381, 129.33, -0.00108395
1.31e-06, 5e-07, 133333, 450, 0, 2.74664, 4.23662, 131.416, -0.000837254
1.335e-06, 5e-07, 133333, 450, 0, 2.71826, 4.23116, 133.502, -0.000623364
1.36e-06, 5e-07, 133333, 450, 0, 2.68997, 4.22719, 135.587, -0.000438444
1.53e-06, 5.5e-07, 133333, 450, 0, 2.56354, 4.15102, 148.847, 9.59212e-06
1.53875e-06, 5.5e-07, 133333, 450, 0, 2.55446, 4.15107, 149.573, 2.86015e-05
1.5475e-06, 5.5e-07, 133333, 450, 0, 2.54538, 4.15116, 150.299, 4.58328e-05
1.55625e-06, 5.5e-07, 133333, 450, 0, 2.5363, 4.1513, 151.024, 6.12729e-05
1.565e-06, 5.5e-07, 133333, 450, 0, 2.52722, 4.15148, 151.75, 7.49437e-05
1.26e-06, 5.5e-07, 133333, 450, 0, 2.84648, 4.20189, 126.458, -0.00168809
