;thickness(m) = 2.2e-07
mode 0 = TE
mode 1 = TM
;wavelength(m), width(m), curvature(1/m), temperature(K), mode number, neff, ng, loss (dB/m), dispersion(s/m^2)
1.5475e-06, 4.5e-07, 0, 450, 1, 1.76157, 3.75489, 117.412, -0.0208076
1.55625e-06, 4.5e-07, 0, 450, 1, 1.75045, 3.70016, 117.979, -0.0209054
1.565e-06, 4.5e-07, 0, 450, 1, 1.73964, 3.64524, 118.545, -0.0209572
1.26e-06, 4.5e-07, 0, 450, 1, 2.26863, 4.88166, 98.7879, -0.00399651
1.285e-06, 4.5e-07, 0, 450, 1, 2.21711, 4.84734, 100.407, -0.00519796
1.31e-06, 4.5e-07, 0, 450, 1, 2.16635, 4.80314, 102.027, -0.00663021
1.335e-06, 4.5e-07, 0, 450, 1, 2.11653, 4.74743, 103.646, -0.00826559
1.36e-06, 4.5e-07, 0, 450, 1, 2.06788, 4.67882, 105.266, -0.0100596
1.53e-06, 5e-07, 0, 450, 1, 1.82526, 3.981, 115.565, -0.0186376
1.53875e-06, 5e-07, 0, 450, 1, 1.81307, 3.93172, 116.128, -0.018922
1.5475e-06, 5e-07, 0, 450, 1, 1.80117, 3.88175, 116.692, -0.019167
1.55625e-06, 5e-07, 0, 450, 1, 1.78954, 3.8312, 117.255, -0.019372
1.565e-06, 5e-07, 0, 450, 1, 1.77821, 3.78015, 117.818, -0.0195367
1.26e-06, 5e-07, 0, 450, 1, 2.30787, 4.85941, 98.1818, -0.00329371
1.285e-06, 5e-07, 0, 450, 1, 2.25751, 4.83117, 99.7914, -0.00427331
1.31e-06, 5e-07, 0, 450, 1, 2.20778, 4.7948, 101.401, -0.00546262
1.335e-06, 5e-07, 0, 450, 1, 2.15883, 4.74878, 103.01, -0.0068443
1.36e-06, 5e-07, 0, 450, 1, 2.11084, 4.69178, 104.62, -0.00838887
1.53e-06, 5.5e-07, 0, 450, 1, 1.85844, 4.05917, 114.851, -0.0171054
1.53875e-06, 5.5e-07, 0, 450, 1, 1.84599, 4.01385, 115.411, -0.017437
1.5475e-06, 5.5e-07, 0, 450, 1, 1.83379, 3.96771, 115.971, -0.0177359
1.55625e-06, 5.5e-07, 0, 450, 1, 1.82185, 3.92083, 116.531, -0.018001
1.565e-06, 5.5e-07, 0, 450, 1, 1.81019, 3.87329, 117.091, -0.0182314
1.26e-06, 5.5e-07, 0, 450, 1, 2.33809, 4.83869, 97.5758, -0.00287511
1.285e-06, 5.5e-07, 0, 450, 1, 2.2887, 4.81414, 99.1754, -0.00370518
1.31e-06, 5.5e-07, 0, 450, 1, 2.23986, 4.78264, 100.775, -0.00472701
1.335e-06, 5.5e-07, 0, 450, 1, 2.1917, 4.74281, 102.375, -0.00592838
1.36e-06, 5.5e-07, 0, 450, 1, 2.14437, 4.69336, 103.974, -0.00728791
1.53e-06, 6e-07, 0, 450, 1, 1.88809, 4.11242, 114.138, -0.0157365
1.53875e-06, 6e-07, 0, 450, 1, 1.87549, 4.07067, 114.694, -0.0160878
1.5475e-06, 6e-07, 0, 450, 1, 1.86312, 4.02804, 115.251, -0.0164121
1.55625e-06, 6e-07, 0, 450, 1, 1.85101, 3.98459, 115.807, -0.0167083
1.565e-06, 6e-07, 0, 450, 1, 1.83913, 3.9404, 116.364, -0.0169753
1.26e-06, 6e-07, 0, 450, 1, 2.36324, 4.81635, 96.9697, -0.00263264
1.285e-06, 6e-07, 0, 450, 1, 2.31477, 4.79403, 98.5594, -0.00335048
1.31e-06, 6e-07, 0, 450, 1, 2.2668, 4.76567, 100.149, -0.00424348
1.335e-06, 6e-07, 0, 450, 1, 2.21944, 4.72999, 101.739, -0.005302
1.36e-06, 6e-07, 0, 450, 1, 2.17282, 4.6858, 103.328, -0.00650936
1.53e-06, 6.5e-07, 0, 450, 1, 1.91228, 4.14776, 113.425, -0.014678
1.53875e-06, 6.5e-07, 0, 450, 1, 1.8996, 4.10878, 113.978, -0.0150346
1.5475e-06, 6.5e-07, 0, 450, 1, 1.88715, 4.0689, 114.531, -0.0153685
1.55625e-06, 6.5e-07, 0, 450, 1, 1.87493, 4.02817, 115.083, -0.0156785
1.565e-06, 6.5e-07, 0, 450, 1, 1.86294, 3.98666, 115.636, -0.0159634
1.26e-06, 6.5e-07, 0, 450, 1, 2.3831, 4.79781, 96.3636, -0.00248462
1.285e-06, 6.5e-07, 0, 450, 1, 2.33539, 4.77688, 97.9434, -0.00312394
1.31e-06, 6.5e-07, 0, 450, 1, 2.28813, 4.75055, 99.5231, -0.00392589
1.335e-06, 6.5e-07, 0, 450, 1, 2.24144, 4.71762, 101.103, -0.00488214
1.36e-06, 6.5e-07, 0, 450, 1, 2.19544, 4.67699, 102.683, -0.00597868
1.53e-06, 8.5e-07, 0, 450, 1, 1.98029, 4.20069, 110.571, -0.0120644
1.53875e-06, 8.5e-07, 0, 450, 1, 1.96768, 4.16861, 111.11, -0.0123903
1.5475e-06, 8.5e-07, 0, 450, 1, 1.95526, 4.13569, 111.649, -0.0127028
1.55625e-06, 8.5e-07, 0, 450, 1, 1.94303, 4.10197, 112.188, -0.0130007
1.565e-06, 8.5e-07, 0, 450, 1, 1.93098, 4.06749, 112.727, -0.0132828
1.26e-06, 8.5e-07, 0, 450, 1, 2.43474, 4.73909, 93.9394, -0.00235143
1.285e-06, 8.5e-07, 0, 450, 1, 2.3892, 4.71976, 95.4794, -0.00282614
1.31e-06, 8.5e-07, 0, 450, 1, 2.34408, 4.69637, 97.0194, -0.00343191
1.335e-06, 8.5e-07, 0, 450, 1, 2.29945, 4.66798, 98.5594, -0.00416114
1.36e-06, 8.5e-07, 0, 450, 1, 2.2554, 4.6337, 100.099, -0.00500311
1.53e-06, 1e-06, 0, 450, 1, 2.01163, 4.20395, 108.431, -0.0111177
1.53875e-06, 1e-06, 0, 450, 1, 1.99917, 4.17439, 108.96, -0.0114161
1.5475e-06, 1e-06, 0, 450, 1, 1.98689, 4.14406, 109.488, -0.0117036
1.55625e-06, 1e-06, 0, 450, 1, 1.97478, 4.113, 110.017, -0.0119791
1.565e-06, 1e-06, 0, 450, 1, 1.96285, 4.08122, 110.545, -0.0122417
1.26e-06, 1e-06, 0, 450, 1, 2.45683, 4.70997, 92.1212, -0.00240024
1.285e-06, 1e-06, 0, 450, 1, 2.41231, 4.69046, 93.6314, -0.00282392
1.31e-06, 1e-06, 0, 450, 1, 2.36821, 4.66732, 95.1416, -0.00336671
1.335e-06, 1e-06, 0, 450, 1, 2.32459, 4.63969, 96.6518, -0.00402057
1.36e-06, 1e-06, 0, 450, 1, 2.28153, 4.60678, 98.1619, -0.00477498
1.53e-06, 1.5e-06, 0, 450, 1, 2.06266, 4.18234, 101.298, -0.0100332
1.53875e-06, 1.5e-06, 0, 450, 1, 2.05061, 4.15569, 101.791, -0.0102829
1.5475e-06, 1.5e-06, 0, 450, 1, 2.03872, 4.1284, 102.285, -0.0105237
1.55625e-06, 1.5e-06, 0, 450, 1, 2.02698, 4.10048, 102.779, -0.0107547
1.565e-06, 1.5e-06, 0, 450, 1, 2.0154, 4.07198, 103.273, -0.0109752
1.26e-06, 1.5e-06, 0, 450, 1, 2.49089, 4.66095, 86.0606, -0.00259656
1.285e-06, 1.5e-06, 0, 450, 1, 2.44804, 4.64016, 87.4714, -0.00296738
1.31e-06, 1.5e-06, 0, 450, 1, 2.40562, 4.61619, 88.8823, -0.00344227
1.335e-06, 1.5e-06, 0, 450, 1, 2.36369, 4.58831, 90.2931, -0.00401201
1.36e-06, 1.5e-06, 0, 450, 1, 2.32232, 4.55582, 91.7039, -0.00466559
1.53e-06, 2e-06, 0, 450, 1, 2.08292, 4.16371, 94.1639, -0.00979529
1.53875e-06, 2e-06, 0, 450, 1, 2.85535, 3.77571, 94.623, -0.00154191
1.5475e-06, 2e-06, 0, 450, 1, 2.85012, 3.77169, 95.082, -0.0015217
1.55625e-06, 2e-06, 0, 450, 1, 2.84492, 3.76773, 95.541, -0.00150234
1.565e-06, 2e-06, 0, 450, 1, 2.83975, 3.76381, 96, -0.00148377
1.26e-06, 2e-06, 0, 450, 1, 2.50373, 4.6409, 80, -0.00271466
1.285e-06, 2e-06, 0, 450, 1, 2.46154, 4.61926, 81.3115, -0.00307504
1.31e-06, 2e-06, 0, 450, 1, 2.41979, 4.59453, 82.623, -0.00353521
1.335e-06, 2e-06, 0, 450, 1, 2.37855, 4.56602, 83.9344, -0.00408548
1.36e-06, 2e-06, 0, 450, 1, 2.33789, 4.53308, 85.2459, -0.00471447
1.53e-06, 3.5e-07, 100000, 450, 1, 1.68698, 3.41136, 124.767, -0.0248574
1.53875e-06, 3.5e-07, 100000, 450, 1, 1.67731, 3.34628, 125.375, -0.0247516
1.5475e-06, 3.5e-07, 100000, 450, 1, 1.668, 3.28156, 125.984, -0.0245765
1.55625e-06, 3.5e-07, 100000, 450, 1, 1.65906, 3.2174, 126.592, -0.0243265
1.565e-06, 3.5e-07, 100000, 450, 1, 1.65047, 3.154, 127.2, -0.0239962
1.26e-06, 3.5e-07, 100000, 450, 1, 2.15341, 4.89193, 106, -0.00743525
1.285e-06, 3.5e-07, 100000, 450, 1, 2.09967, 4.82893, 107.738, -0.00941774
1.31e-06, 3.5e-07, 100000, 450, 1, 2.0473, 4.75015, 109.475, -0.0116349
1.335e-06, 3.5e-07, 100000, 450, 1, 1.9966, 4.65414, 111.213, -0.0139975
1.36e-06, 3.5e-07, 100000, 450, 1, 1.94787, 4.54024, 112.951, -0.0163883
1.53e-06, 4e-07, 100000, 450, 1, 1.74048, 3.67471, 124.011, -0.0229348
1.53875e-06, 4e-07, 100000, 450, 1, 1.72959, 3.61437, 124.616, -0.0230649
1.5475e-06, 4e-07, 100000, 450, 1, 1.71905, 3.55374, 125.22, -0.0231509
1.55625e-06, 4e-07, 100000, 450, 1, 1.70885, 3.49294, 125.825, -0.0231906
1.565e-06, 4e-07, 100000, 450, 1, 1.69899, 3.43211, 126.429, -0.0231813
1.26e-06, 4e-07, 100000, 450, 1, 2.21959, 4.8952, 105.358, -0.00527464
1.285e-06, 4e-07, 100000, 450, 1, 2.16693, 4.85013, 107.085, -0.00679468
1.31e-06, 4e-07, 100000, 450, 1, 2.11526, 4.79271, 108.812, -0.008562
1.335e-06, 4e-07, 100000, 450, 1, 2.06482, 4.72126, 110.539, -0.0105291
1.36e-06, 4e-07, 100000, 450, 1, 2.01585, 4.63453, 112.266, -0.0126257
1.53e-06, 4.5e-07, 100000, 450, 1, 1.78607, 3.85134, 123.255, -0.0209155
1.53875e-06, 4.5e-07, 100000, 450, 1, 1.77441, 3.79614, 123.856, -0.0211592
1.5475e-06, 4.5e-07, 100000, 450, 1, 1.76307, 3.74035, 124.457, -0.0213654
1.55625e-06, 4.5e-07, 100000, 450, 1, 1.75205, 3.68408, 125.057, -0.021535
1.565e-06, 4.5e-07, 100000, 450, 1, 1.74135, 3.6274, 125.658, -0.0216685
1.26e-06, 4.5e-07, 100000, 450, 1, 2.26929, 4.88352, 104.715, -0.00406341
1.285e-06, 4.5e-07, 100000, 450, 1, 2.21775, 4.84868, 106.432, -0.0052712
1.31e-06, 4.5e-07, 100000, 450, 1, 2.16698, 4.8039, 108.148, -0.00671216
1.335e-06, 4.5e-07, 100000, 450, 1, 2.11717, 4.74753, 109.865, -0.00835914
1.36e-06, 4.5e-07, 100000, 450, 1, 2.06854, 4.67817, 111.582, -0.0101683
1.53e-06, 5e-07, 100000, 450, 1, 1.82659, 3.97223, 122.499, -0.0189539
1.53875e-06, 5e-07, 100000, 450, 1, 1.81447, 3.92209, 123.096, -0.0192654
1.5475e-06, 5e-07, 100000, 450, 1, 1.80262, 3.87118, 123.693, -0.0195424
1.55625e-06, 5e-07, 100000, 450, 1, 1.79107, 3.81959, 124.29, -0.0197853
1.565e-06, 5e-07, 100000, 450, 1, 1.77981, 3.7674, 124.887, -0.0199949
1.26e-06, 5e-07, 100000, 450, 1, 2.30881, 4.86273, 104.073, -0.00337318
1.285e-06, 5e-07, 100000, 450, 1, 2.25841, 4.83388, 105.779, -0.00435672
1.31e-06, 5e-07, 100000, 450, 1, 2.20864, 4.79687, 107.485, -0.00555186
1.335e-06, 5e-07, 100000, 450, 1, 2.15967, 4.75015, 109.191, -0.0069416
1.36e-06, 5e-07, 100000, 450, 1, 2.11168, 4.69238, 110.897, -0.00849689
1.53e-06, 5.5e-07, 100000, 450, 1, 1.85986, 4.05244, 121.743, -0.0173695
1.53875e-06, 5.5e-07, 100000, 450, 1, 1.84745, 4.00641, 122.336, -0.0177177
1.5475e-06, 5.5e-07, 100000, 450, 1, 1.83531, 3.95951, 122.929, -0.0180355
1.55625e-06, 5.5e-07, 100000, 450, 1, 1.82343, 3.91181, 123.523, -0.0183225
1.565e-06, 5.5e-07, 100000, 450, 1, 1.81182, 3.8634, 124.116, -0.0185787
1.26e-06, 5.5e-07, 100000, 450, 1, 2.33937, 4.84391, 103.43, -0.00297309
1.285e-06, 5.5e-07, 100000, 450, 1, 2.28991, 4.81862, 105.126, -0.00380509
1.31e-06, 5.5e-07, 100000, 450, 1, 2.24101, 4.78636, 106.821, -0.00483055
1.335e-06, 5.5e-07, 100000, 450, 1, 2.19281, 4.74573, 108.517, -0.00603749
1.36e-06, 5.5e-07, 100000, 450, 1, 2.14545, 4.69544, 110.213, -0.0074048
1.53e-06, 6e-07, 100000, 450, 1, 1.88968, 4.10748, 120.986, -0.0159747
1.53875e-06, 6e-07, 100000, 450, 1, 1.87712, 4.06509, 121.576, -0.0163369
1.5475e-06, 6e-07, 100000, 450, 1, 1.8648, 4.02179, 122.166, -0.0166734
1.55625e-06, 6e-07, 100000, 450, 1, 1.85273, 3.97763, 122.756, -0.0169833
1.565e-06, 6e-07, 100000, 450, 1, 1.8409, 3.9327, 123.345, -0.0172659
1.26e-06, 6e-07, 100000, 450, 1, 2.36498, 4.82399, 102.788, -0.00275578
1.285e-06, 6e-07, 100000, 450, 1, 2.31641, 4.80075, 104.473, -0.00347342
1.31e-06, 6e-07, 100000, 450, 1, 2.26835, 4.77146, 106.158, -0.00436782
1.335e-06, 6e-07, 100000, 450, 1, 2.22092, 4.73483, 107.843, -0.00542946
1.36e-06, 6e-07, 100000, 450, 1, 2.17425, 4.68967, 109.528, -0.00664187
1.53e-06, 6.5e-07, 100000, 450, 1, 1.9141, 4.14446, 120.23, -0.0149106
1.53875e-06, 6.5e-07, 100000, 450, 1, 1.90146, 4.10486, 120.816, -0.0152749
1.5475e-06, 6.5e-07, 100000, 450, 1, 1.88905, 4.06433, 121.402, -0.0156173
1.55625e-06, 6.5e-07, 100000, 450, 1, 1.87686, 4.02294, 121.988, -0.0159366
1.565e-06, 6.5e-07, 100000, 450, 1, 1.86492, 3.98074, 122.575, -0.016232
1.26e-06, 6.5e-07, 100000, 450, 1, 2.38542, 4.80846, 102.145, -0.00263934
1.285e-06, 6.5e-07, 100000, 450, 1, 2.33755, 4.78639, 103.82, -0.00327627
1.31e-06, 6.5e-07, 100000, 450, 1, 2.29017, 4.75892, 105.494, -0.00407741
1.335e-06, 6.5e-07, 100000, 450, 1, 2.24336, 4.72486, 107.169, -0.00503452
1.36e-06, 6.5e-07, 100000, 450, 1, 2.19727, 4.68308, 108.844, -0.0061337
1.53e-06, 8.5e-07, 100000, 450, 1, 1.98388, 4.20586, 117.206, -0.0123631
1.53875e-06, 8.5e-07, 100000, 450, 1, 1.97126, 4.173, 117.777, -0.0126901
1.5475e-06, 8.5e-07, 100000, 450, 1, 1.95884, 4.13929, 118.348, -0.0130037
1.55625e-06, 8.5e-07, 100000, 450, 1, 1.94661, 4.10478, 118.92, -0.0133029
1.565e-06, 8.5e-07, 100000, 450, 1, 1.93457, 4.06951, 119.491, -0.0135865
1.26e-06, 8.5e-07, 100000, 450, 1, 2.44091, 4.76941, 99.5758, -0.00270361
1.285e-06, 8.5e-07, 100000, 450, 1, 2.39492, 4.74749, 101.208, -0.00316575
1.31e-06, 8.5e-07, 100000, 450, 1, 2.34939, 4.7216, 102.841, -0.00376058
1.335e-06, 8.5e-07, 100000, 450, 1, 2.3044, 4.69078, 104.473, -0.00448045
1.36e-06, 8.5e-07, 100000, 450, 1, 2.26004, 4.65413, 106.105, -0.00531461
1.53e-06, 1e-06, 100000, 450, 1, 2.01759, 4.21961, 114.937, -0.0115396
1.53875e-06, 1e-06, 100000, 450, 1, 2.00509, 4.18894, 115.497, -0.011835
1.5475e-06, 1e-06, 100000, 450, 1, 1.99276, 4.15752, 116.058, -0.0121195
1.55625e-06, 1e-06, 100000, 450, 1, 1.98061, 4.12536, 116.618, -0.0123921
1.565e-06, 1e-06, 100000, 450, 1, 1.96864, 4.09251, 117.178, -0.0126518
1.26e-06, 1e-06, 100000, 450, 1, 2.46802, 4.76487, 97.6485, -0.00296446
1.285e-06, 1e-06, 100000, 450, 1, 2.42268, 4.7412, 99.2493, -0.003371
1.31e-06, 1e-06, 100000, 450, 1, 2.37783, 4.71402, 100.85, -0.00389741
1.335e-06, 1e-06, 100000, 450, 1, 2.33353, 4.68247, 102.451, -0.00453562
1.36e-06, 1e-06, 100000, 450, 1, 2.28988, 4.64576, 104.052, -0.00527515
1.53e-06, 1.5e-06, 100000, 450, 1, 2.08564, 4.27035, 107.375, -0.0111729
1.53875e-06, 1.5e-06, 100000, 450, 1, 2.07323, 4.24072, 107.899, -0.0114117
1.5475e-06, 1.5e-06, 100000, 450, 1, 2.06099, 4.21048, 108.422, -0.0116407
1.55625e-06, 1.5e-06, 100000, 450, 1, 2.04893, 4.17965, 108.946, -0.0118592
1.565e-06, 1.5e-06, 100000, 450, 1, 2.03703, 4.14827, 109.469, -0.0120666
1.26e-06, 1.5e-06, 100000, 450, 1, 2.53429, 4.84258, 91.2242, -0.00363356
1.285e-06, 1.5e-06, 100000, 450, 1, 2.48877, 4.81387, 92.7197, -0.00404241
1.31e-06, 1.5e-06, 100000, 450, 1, 2.44384, 4.78171, 94.2152, -0.00455296
1.335e-06, 1.5e-06, 100000, 450, 1, 2.39956, 4.74537, 95.7107, -0.00515429
1.36e-06, 1.5e-06, 100000, 450, 1, 2.35601, 4.70423, 97.2062, -0.00583386
1.53e-06, 2e-06, 100000, 450, 1, 2.13788, 4.36288, 99.8138, -0.0115164
1.53875e-06, 2e-06, 100000, 450, 1, 2.12524, 4.33235, 100.3, -0.0117522
1.5475e-06, 2e-06, 100000, 450, 1, 2.11278, 4.30122, 100.787, -0.0119773
1.55625e-06, 2e-06, 100000, 450, 1, 2.1005, 4.26952, 101.273, -0.012191
1.565e-06, 2e-06, 100000, 450, 1, 2.08839, 4.23727, 101.76, -0.0123925
1.26e-06, 2e-06, 100000, 450, 1, 2.5959, 4.95595, 84.8, -0.00375555
1.285e-06, 2e-06, 100000, 450, 1, 2.54936, 4.92625, 86.1902, -0.00418639
1.31e-06, 2e-06, 100000, 450, 1, 2.50344, 4.89292, 87.5803, -0.00472271
1.335e-06, 2e-06, 100000, 450, 1, 2.45818, 4.8552, 88.9705, -0.00535263
1.36e-06, 2e-06, 100000, 450, 1, 2.41369, 4.81246, 90.3607, -0.00606231
1.53e-06, 3.5e-07, 133333, 450, 1, 1.6888, 3.38415, 127.121, -0.0254759
1.53875e-06, 3.5e-07, 133333, 450, 1, 1.67929, 3.31769, 127.741, -0.0251753
1.5475e-06, 3.5e-07, 133333, 450, 1, 1.67016, 3.25217, 128.361, -0.0247507
1.55625e-06, 3.5e-07, 133333, 450, 1, 1.6614, 3.18793, 128.98, -0.0242106
1.565e-06, 3.5e-07, 133333, 450, 1, 1.65299, 3.12524, 129.6, -0.0235698
1.26e-06, 3.5e-07, 133333, 450, 1, 2.15368, 4.89168, 108, -0.00748546
1.285e-06, 3.5e-07, 133333, 450, 1, 2.09996, 4.82826, 109.77, -0.00947985
1.31e-06, 3.5e-07, 133333, 450, 1, 2.04762, 4.74895, 111.541, -0.0117135
1.335e-06, 3.5e-07, 133333, 450, 1, 1.99695, 4.65227, 113.311, -0.0140988
1.36e-06, 3.5e-07, 133333, 450, 1, 1.94827, 4.5375, 115.082, -0.0165222
1.53e-06, 4e-07, 133333, 450, 1, 1.7418, 3.65661, 126.351, -0.0237009
1.53875e-06, 4e-07, 133333, 450, 1, 1.73103, 3.59421, 126.967, -0.0238588
1.5475e-06, 4e-07, 133333, 450, 1, 1.72061, 3.53149, 127.583, -0.0239444
1.55625e-06, 4e-07, 133333, 450, 1, 1.71055, 3.46866, 128.199, -0.0239473
1.565e-06, 4e-07, 133333, 450, 1, 1.70084, 3.40593, 128.815, -0.0238576
1.26e-06, 4e-07, 133333, 450, 1, 2.21996, 4.89572, 107.345, -0.00532236
1.285e-06, 4e-07, 133333, 450, 1, 2.1673, 4.85026, 109.105, -0.00684999
1.31e-06, 4e-07, 133333, 450, 1, 2.11564, 4.79239, 110.865, -0.00862769
1.335e-06, 4e-07, 133333, 450, 1, 2.06522, 4.72039, 112.625, -0.0106089
1.36e-06, 4e-07, 133333, 450, 1, 2.01628, 4.633, 114.385, -0.0127248
1.53e-06, 4.5e-07, 133333, 450, 1, 1.7872, 3.83918, 125.58, -0.0214639
1.53875e-06, 4.5e-07, 133333, 450, 1, 1.77562, 3.78247, 126.193, -0.0217659
1.5475e-06, 4.5e-07, 133333, 450, 1, 1.76437, 3.72502, 126.805, -0.0220275
1.55625e-06, 4.5e-07, 133333, 450, 1, 1.75345, 3.66694, 127.417, -0.0222449
1.565e-06, 4.5e-07, 133333, 450, 1, 1.74286, 3.60835, 128.029, -0.0224127
1.26e-06, 4.5e-07, 133333, 450, 1, 2.26981, 4.88494, 106.691, -0.00411574
1.285e-06, 4.5e-07, 133333, 450, 1, 2.21826, 4.84969, 108.44, -0.00532868
1.31e-06, 4.5e-07, 133333, 450, 1, 2.16748, 4.80445, 110.189, -0.00677679
1.335e-06, 4.5e-07, 133333, 450, 1, 2.11768, 4.74756, 111.938, -0.00843353
1.36e-06, 4.5e-07, 133333, 450, 1, 2.06906, 4.6776, 113.687, -0.0102558
1.53e-06, 5e-07, 133333, 450, 1, 1.82768, 3.96363, 124.81, -0.0193389
1.53875e-06, 5e-07, 133333, 450, 1, 1.81561, 3.91242, 125.418, -0.0196963
1.5475e-06, 5e-07, 133333, 450, 1, 1.80384, 3.86031, 126.027, -0.020023
1.55625e-06, 5e-07, 133333, 450, 1, 1.79236, 3.80739, 126.635, -0.020318
1.565e-06, 5e-07, 133333, 450, 1, 1.78118, 3.75374, 127.244, -0.0205799
1.26e-06, 5e-07, 133333, 450, 1, 2.30953, 4.86529, 106.036, -0.00343494
1.285e-06, 5e-07, 133333, 450, 1, 2.2591, 4.83598, 107.775, -0.00442177
1.31e-06, 5e-07, 133333, 450, 1, 2.20931, 4.79845, 109.513, -0.00562179
1.335e-06, 5e-07, 133333, 450, 1, 2.16033, 4.75119, 111.251, -0.00701841
1.36e-06, 5e-07, 133333, 450, 1, 2.11234, 4.69281, 112.99, -0.00858308
1.53e-06, 5.5e-07, 133333, 450, 1, 1.861, 4.04599, 124.04, -0.0176688
1.53875e-06, 5.5e-07, 133333, 450, 1, 1.84864, 3.99913, 124.644, -0.0180496
1.5475e-06, 5.5e-07, 133333, 450, 1, 1.83655, 3.95131, 125.249, -0.0184044
1.55625e-06, 5.5e-07, 133333, 450, 1, 1.82473, 3.90259, 125.854, -0.0187325
1.565e-06, 5.5e-07, 133333, 450, 1, 1.81318, 3.85305, 126.458, -0.0190333
1.26e-06, 5.5e-07, 133333, 450, 1, 2.34036, 4.84792, 105.382, -0.00304887
1.285e-06, 5.5e-07, 133333, 450, 1, 2.29085, 4.82206, 107.109, -0.00388264
1.31e-06, 5.5e-07, 133333, 450, 1, 2.24191, 4.78921, 108.837, -0.00491126
1.335e-06, 5.5e-07, 133333, 450, 1, 2.19368, 4.74796, 110.565, -0.00612298
1.36e-06, 5.5e-07, 133333, 450, 1, 2.1463, 4.697, 112.292, -0.00749713
1.53e-06, 6e-07, 133333, 450, 1, 1.89094, 4.10274, 123.269, -0.0162264
1.53875e-06, 6e-07, 133333, 450, 1, 1.87842, 4.05966, 123.87, -0.0166113
1.5475e-06, 6e-07, 133333, 450, 1, 1.86614, 4.0156, 124.471, -0.016974
1.55625e-06, 6e-07, 133333, 450, 1, 1.85411, 3.97062, 125.072, -0.0173139
1.565e-06, 6e-07, 133333, 450, 1, 1.84234, 3.92478, 125.673, -0.0176304
1.26e-06, 6e-07, 133333, 450, 1, 2.36633, 4.82986, 104.727, -0.00285009
1.285e-06, 6e-07, 133333, 450, 1, 2.31768, 4.80591, 106.444, -0.00356803
1.31e-06, 6e-07, 133333, 450, 1, 2.26955, 4.77591, 108.161, -0.00446395
1.335e-06, 6e-07, 133333, 450, 1, 2.22206, 4.73855, 109.878, -0.00552856
1.36e-06, 6e-07, 133333, 450, 1, 2.17535, 4.69263, 111.595, -0.00674564
1.53e-06, 6.5e-07, 133333, 450, 1, 1.91555, 4.14116, 122.499, -0.0151419
1.53875e-06, 6.5e-07, 133333, 450, 1, 1.90294, 4.10094, 123.096, -0.0155228
1.5475e-06, 6.5e-07, 133333, 450, 1, 1.89055, 4.05974, 123.693, -0.0158847
1.55625e-06, 6.5e-07, 133333, 450, 1, 1.87841, 4.01761, 124.29, -0.0162264
1.565e-06, 6.5e-07, 133333, 450, 1, 1.8665, 3.97462, 124.887, -0.0165475
1.26e-06, 6.5e-07, 133333, 450, 1, 2.38721, 4.81661, 104.073, -0.00275657
1.285e-06, 6.5e-07, 133333, 450, 1, 2.33923, 4.79366, 105.779, -0.00339238
1.31e-06, 6.5e-07, 133333, 450, 1, 2.29174, 4.76533, 107.485, -0.00419357
1.335e-06, 6.5e-07, 133333, 450, 1, 2.24486, 4.73039, 109.191, -0.00515202
1.36e-06, 6.5e-07, 133333, 450, 1, 2.1987, 4.68772, 110.897, -0.00625407
1.53e-06, 8.5e-07, 133333, 450, 1, 1.98667, 4.20931, 119.417, -0.0126181
1.53875e-06, 8.5e-07, 133333, 450, 1, 1.97405, 4.17577, 119.999, -0.0129512
1.5475e-06, 8.5e-07, 133333, 450, 1, 1.96163, 4.14137, 120.581, -0.0132719
1.55625e-06, 8.5e-07, 133333, 450, 1, 1.9494, 4.10615, 121.163, -0.0135794
1.565e-06, 8.5e-07, 133333, 450, 1, 1.93738, 4.07013, 121.745, -0.0138729
1.26e-06, 8.5e-07, 133333, 450, 1, 2.44558, 4.79168, 101.455, -0.00294421
1.285e-06, 8.5e-07, 133333, 450, 1, 2.39926, 4.76797, 103.118, -0.00340247
1.31e-06, 8.5e-07, 133333, 450, 1, 2.35344, 4.74033, 104.781, -0.00399377
1.335e-06, 8.5e-07, 133333, 450, 1, 2.30819, 4.70777, 106.444, -0.0047106
1.36e-06, 8.5e-07, 133333, 450, 1, 2.2636, 4.66941, 108.107, -0.00554237
1.53e-06, 1e-06, 133333, 450, 1, 2.02216, 4.23076, 117.106, -0.011872
1.53875e-06, 1e-06, 133333, 450, 1, 2.00962, 4.19922, 117.677, -0.01217
1.5475e-06, 1e-06, 133333, 450, 1, 1.99726, 4.16691, 118.247, -0.0124576
1.55625e-06, 1e-06, 133333, 450, 1, 1.98508, 4.13386, 118.818, -0.0127341
1.565e-06, 1e-06, 133333, 450, 1, 1.9731, 4.10011, 119.389, -0.0129987
1.26e-06, 1e-06, 133333, 450, 1, 2.47625, 4.80265, 99.4909, -0.00328939
1.285e-06, 1e-06, 133333, 450, 1, 2.43034, 4.77652, 101.122, -0.00369935
1.31e-06, 1e-06, 133333, 450, 1, 2.38498, 4.74688, 102.753, -0.00422785
1.335e-06, 1e-06, 133333, 450, 1, 2.34022, 4.71285, 104.384, -0.00486693
1.36e-06, 1e-06, 133333, 450, 1, 2.29614, 4.67365, 106.015, -0.00560632
1.53e-06, 1.5e-06, 133333, 450, 1, 2.10147, 4.32255, 109.401, -0.0117819
