.HEADER
..NAMES
wavelength,transmission,transmission,angle,group delay,group velocity,dispersion,loss,gain
..UNITS
m,TE transmission,TE transmission,TE angle (rad),TE group delay (s),TE group velocity (m/s),TE dispersion (s/m),TE loss (dB),TE gain (dB)
..DATATYPES
double,complex,complex,double,double,double,double,double,double
..WAVEFORM_TYPES
,analog,analog,analog,analog,analog,analog,analog,analog
..AXIS_SPACING
linear
..FOLDER_NAME
input_1_mode_1
.DATA
1.500376485307974e-06,0.0007925324369808725,-0.001970431352146587,2021.997284971742,2.539997299711768e-11,39370120594.75327,8.683072412657512e-05,53.45755345944664,-53.45755345944664
1.500395620958888e-06,-5.044977312131871e-05,-0.002075887044004428,2021.590574613471,2.540134865118683e-11,39367988437.62482,5.694883389879196e-05,53.65336134237586,-53.65336134237586
1.500414757097915e-06,-0.0008457260022173023,-0.001839081944167944,2021.183846806165,2.540123381793994e-11,39368166411.41807,-6.894894356414655e-05,53.8748370148887,-53.8748370148887
1.500433893725076e-06,-0.001461879997562806,-0.00131635037870097,2020.777140125247,2.539864010233008e-11,39372186698.62011,-0.000202122790850239,54.12303461565376,-54.12303461565376
1.500453030840389e-06,-0.001805120622892763,-0.0006110852290239328,2020.370495377597,2.539451976493537e-11,39378574954.6166,-0.0002284890447649514,54.39867837255669,-54.39867837255669
1.500472168443873e-06,-0.001834396479274144,0.0001473528887828964,2019.963920643991,2.539168491053583e-11,39382971375.21062,-6.777312999683085e-05,54.70220282187898,-54.70220282187898
1.500491306535546e-06,-0.001565640572092409,0.0008284884284243104,2019.557366678086,2.539376873175342e-11,39379739595.31098,0.0002855354996049836,55.03399174090669,-55.03399174090669
1.500510445115426e-06,-0.001065115895255099,0.001324038603170332,2019.15072521339,2.540377109174177e-11,39364234403.96528,0.0007597146886786374,55.39470472925164,-55.39470472925164
1.500529584183534e-06,-0.0004342024879973043,0.001565410210112404,2018.743850937667,2.542291761530591e-11,39334588387.20967,0.001241058254166956,55.78553874646027,-55.78553874646027
1.500548723739886e-06,0.000210837498408368,0.001532904334343109,2018.336596335723,2.545036940807932e-11,39292160517.03148,0.001627529198042751,56.20830839665207,-56.20830839665207
1.500567863784503e-06,0.0007603447972803114,0.001255778181590983,2017.928842959592,2.548387647057594e-11,39240497855.75655,0.001873719948738208,56.66531958035415,-56.66531958035415
1.500587004317402e-06,0.001130350452403187,0.0008036133402055079,2017.520515346769,2.552100310880965e-11,39183412804.60123,0.002005651886989617,57.15910847102613,-57.15910847102613
1.500606145338603e-06,0.001275933484177392,0.0002707412273799227,2017.111573048549,2.5560298445652e-11,39123173859.89315,0.002100223644089995,57.69217293671272,-57.69217293671272
1.500625286848124e-06,0.00119638597736593,-0.0002431379704269503,2016.701987064481,2.560186531207151e-11,39059653967.02915,0.002242887222291864,58.26680991986764,-58.26680991986764
1.500644428845984e-06,0.0009314048466854617,-0.0006520444399701778,2016.291713652862,2.564714259964641e-11,38990698324.9583,0.002487784884618187,58.88509998438592,-58.88509998438592
1.500663571332201e-06,0.0005496375759493896,-0.000898516039896553,2015.880677735002,2.569814611323996e-11,38913312874.53413,0.002841039164860937,59.54899100730102,-59.54899100730102
1.500682714306794e-06,0.0001326191152839185,-0.000961363836921721,2015.468771016226,2.575666835669136e-11,38824897154.84529,0.003273182049702273,60.26037506487641,-60.26037506487641
1.500701857769782e-06,-0.0002421375262241772,-0.0008554861086855949,2015.055861015734,2.582389204966404e-11,38723829780.45363,0.00374996050234704,61.02105232858432,-61.02105232858432
1.500721001721183e-06,-0.0005153916060308348,-0.0006246080850705578,2014.641801564115,2.590056698432627e-11,38609193405.11542,0.004260389160783613,61.83252582799945,-61.83252582799945
1.500740146161017e-06,-0.0006551640547896302,-0.0003291375621603315,2014.226436169658,2.598749445946203e-11,38480046683.98883,0.00482082788695675,62.69563785386701,-62.69563785386701
1.500759291089301e-06,-0.0006591430653723583,-3.212702416121585e-05,2013.80959300262,2.608574832977075e-11,38335108786.53748,0.005443383377473029,63.61010119128446,-63.61010119128446
1.500778436506055e-06,-0.0005506835927371989,0.0002134693712606187,2013.391081182784,2.619597791960747e-11,38173799163.70705,0.006071593238258952,64.57396640427835,-64.57396640427835
1.500797582411298e-06,-0.0003700387302314562,0.0003735968310782965,2012.97070808682,2.631632005053779e-11,37999233862.47024,0.006499458079957597,65.58299753280396,-65.58299753280396
1.500816728805047e-06,-0.0001634414410329691,0.0004365378749270386,2012.548342499865,2.643882455914675e-11,37823164103.33911,0.006297158861007039,66.62983403695881,-66.62983403695881
1.500835875687322e-06,2.71899054178256e-05,0.0004110686192732622,2012.124046390044,2.654479762405956e-11,37672165151.24697,0.004772345783479097,67.70275419506761,-67.70275419506761
1.500855023058142e-06,0.0001717709365489683,0.0003206404175610796,2011.698287182667,2.660019036140115e-11,37593715925.09632,0.001013638824244576,68.78389172643962,-68.78389172643962
1.500874170917524e-06,0.0002556492784005888,0.0001955257922821083,2011.272217207715,2.655346232541075e-11,37659872288.78376,-0.005894308908053191,69.8469520982018,-69.8469520982018
1.500893319265488e-06,0.000279128150596287,6.496044076236813e-05,2010.847954392062,2.634048086404229e-11,37964379054.48842,-0.01635097141494947,70.854855746228,-70.854855746228
1.500912468102053e-06,0.0002536007102492988,-4.892854019536639e-05,2010.428704812814,2.590282185834738e-11,38605832425.07775,-0.02936015208625946,71.75826492121561,-71.75826492121561
1.500931617427237e-06,0.0001956839013905118,-0.000134116283557584,2010.018457337198,2.522011726038936e-11,39650886222.11115,-0.04194294128869962,72.49650797627825,-72.49650797627825
1.500950767241058e-06,0.0001212513908523047,-0.0001881038794571384,2009.62107029696,2.435820679005896e-11,41053925217.84973,-0.04807461493708008,73.00292588524002,-73.00292588524002
1.500969917543537e-06,4.122631443030947e-05,-0.0002144532864937163,2009.238424146041,2.347988218179235e-11,42589651526.25243,-0.04365502213971827,73.21574306838619,-73.21574306838619
1.50098906833469e-06,-3.949886880795117e-05,-0.0002178820096182139,2008.869164067405,2.278674545592471e-11,43885161307.22798,-0.02873243625440611,73.09513919161228,-73.09513919161228
1.501008219614538e-06,-0.0001199391431651563,-0.0002001852614318793,2008.508714527954,2.242424409474765e-11,44594591272.49806,-0.009124433851168611,72.6392605556955,-72.6392605556955
1.501027371383098e-06,-0.0001989037608299909,-0.000158672173462976,2008.151062984216,2.240919993022805e-11,44624529350.1571,0.007553174032555943,71.8883022503512,-71.8883022503512
1.50104652364039e-06,-0.0002708507273994661,-8.777431103939849e-05,2007.791095210428,2.264613553275864e-11,44157644404.86791,0.01718901917697985,70.91169579818846,-70.91169579818846
1.501065676386431e-06,-0.0003236559471847317,1.679644256392089e-05,2007.425856177359,2.300427883880537e-11,43470173831.88399,0.02020958007932067,69.78664750268325,-69.78664750268325
1.501084829621242e-06,-0.0003394858204096504,0.0001529451276952226,2007.054419428523,2.338142848174645e-11,42768986539.06821,0.019172777348367,68.58102571703714,-68.58102571703714
1.50110398334484e-06,-0.0002988635234882058,0.0003080928288660747,2006.677102772413,2.372275373096887e-11,42153622270.86436,0.01646787267823612,67.34614668090187,-67.34614668090187
1.501123137557244e-06,-0.0001869989663848797,0.0004577516526062165,2006.294735620298,2.400983438030369e-11,41649600083.0536,0.01350788460945423,66.11711919838642,-66.11711919838642
1.501142292258473e-06,-7.473930240288516e-07,0.0005677800924801398,2005.908225658748,2.424330565500191e-11,41248500275.93818,0.01086958745946669,64.91638925048181,-64.91638925048181
1.501161447448546e-06,0.0002457878948294483,0.0006004573308867909,2005.518381956942,2.443041223797893e-11,40932588048.81827,0.008666303494429829,63.75758451768928,-63.75758451768928
1.501180603127481e-06,0.0005189840223904494,0.000523538884212197,2005.125880201896,2.457893756108872e-11,40685241073.36172,0.00684090423194874,62.64850493192617,-62.64850493192617
1.501199759295297e-06,0.0007682706329640309,0.0003204519284202607,2004.731280210649,2.469547176977501e-11,40493253553.62955,0.005325870977534728,61.59311134688029,-61.59311134688029
1.501218915952014e-06,0.0009340322827096973,-9.960141964842249e-07,2004.335046631194,2.478575191608942e-11,40345760071.56999,0.004099604200958463,60.59275732365571,-60.59275732365571
1.501238073097648e-06,0.0009598507140991286,-0.0004041872023511941,2003.937555560516,2.485546519661922e-11,40232600439.76233,0.003178452190942976,59.64698092131069,-59.64698092131069
1.50125723073222e-06,0.0008066250881300512,-0.0008256010679119083,2003.539089523099,2.491061622968752e-11,40143527192.56451,0.002579159074947051,58.75410634360514,-58.75410634360514
1.501276388855748e-06,0.0004652432964456395,-0.001183622482470799,2003.139832327488,2.495716869952805e-11,40068647691.55127,0.002280659921216411,57.9117893471838,-57.9117893471838
1.501295547468251e-06,-3.544977383867861e-05,-0.001393102712278876,2002.739875520577,2.500014824627441e-11,39999762807.36747,0.002206048691758616,57.11752596271698,-57.11752596271698
1.501314706569746e-06,-0.0006277861021818792,-0.001383158615933848,2002.339241972706,2.50426766959236e-11,39931833651.104,0.00223345451819042,56.36906635299725,-56.36906635299725
1.501333866160254e-06,-0.001212677292569578,-0.001114873724691673,2001.937923259207,2.508544400516028e-11,39863755243.65014,0.00223086944858558,55.66465430574063,-55.66465430574063
1.501353026239793e-06,-0.001675061775611228,-0.0005951706171588484,2001.535920155645,2.512692797576351e-11,39797941115.78473,0.002099382583131418,55.00304669212257,-55.00304669212257
1.501372186808382e-06,-0.001905540552047251,0.0001168554696275728,2001.133272983354,2.516433943580837e-11,39738774091.44383,0.001805668123495561,54.38333447375928,-54.38333447375928
1.501391347866038e-06,-0.001824476231663658,0.000914065356091212,2000.730071836734,2.519494857312396e-11,39690495779.2501,0.001389269105378997,53.80465396217478,-53.80465396217478
1.501410509412782e-06,-0.001403252696246898,0.001656831529402456,2000.326444455052,2.5217278758197e-11,39655349397.08533,0.0009414654772407001,53.26591181504816,-53.26591181504816
1.501429671448631e-06,-0.0006770537827679073,0.002198037314268741,1999.92252821944,2.523171688260569e-11,39632657763.74428,0.0005654903070779577,52.76563222264637,-52.76563222264637
1.501448833973605e-06,0.0002549571736701397,0.002412624085609945,1999.518438479574,2.524035605033014e-11,39619092456.77698,0.0003361858317046133,52.30197588160942,-52.30197588160942
1.501467996987722e-06,0.001243160097854145,0.002225197121198199,1999.114245588229,2.524622568596915e-11,39609881193.28111,0.0002764153918700381,51.87290525177656,-51.87290525177656
1.501487160491001e-06,0.00211249981237179,0.00162952566629991,1998.70996788253,2.525230684648197e-11,39600342498.58306,0.0003582441916849264,51.47641445587291,-51.47641445587291
1.501506324483461e-06,0.002694339325039619,0.0006955958525192113,1998.305580251601,2.52607645701596e-11,39587083645.96748,0.0005244219199441715,51.11072905554519,-51.11072905554519
1.50152548896512e-06,0.002859235471204036,-0.000437677659840449,1997.901031700628,2.527265757927254e-11,39568454439.87472,0.0007167267637792486,50.77441172148943,-50.77441172148943
1.501544653935997e-06,0.002544490612963593,-0.001583468568454297,1997.496263214823,2.528811658387761e-11,39544265650.75028,0.0008965271996198671,50.46636368917064,-50.46636368917064
1.501563819396111e-06,0.001770920714322005,-0.002538726550017313,1997.091219613586,2.53067640095455e-11,39515127245.14317,0.001049411677498945,50.18575893581069,-50.18575893581069
1.501582985345481e-06,0.0006448114219750928,-0.003121234822887814,1996.685853973357,2.532808785616876e-11,39481859257.54542,0.001175767024065616,49.931965547702,-49.931965547702
1.501602151784124e-06,-0.0006564132849939319,-0.003205188791889735,1996.280127509532,2.535159129208121e-11,39445255663.78781,0.001276793307002664,49.70449290805827,-49.70449290805827
1.501621318712061e-06,-0.001913094738724663,-0.002748196438434258,1995.874009208802,2.537673082588064e-11,39406179104.05318,0.001346425746387909,49.50296957391816,-49.50296957391816
1.50164048612931e-06,-0.002902040973082023,-0.001803876590430331,1995.467477691019,2.54028037716328e-11,39365733365.09789,0.001374122569909964,49.32712885551972,-49.32712885551972
1.501659654035889e-06,-0.00343803346673157,-0.0005167578144619264,1995.060524445285,2.542896406730328e-11,39325235481.60604,0.001355471070578041,49.17677426465638,-49.17677426465638
1.501678822431818e-06,-0.00341017080988301,0.0009005358070896716,1994.653155185254,2.545443448320591e-11,39285885556.00285,0.001302072370025002,49.05171600896531,-49.05171600896531
1.501697991317114e-06,-0.002805566024175583,0.002204280297543281,1994.245386289584,2.547882150742998e-11,39248283116.56354,0.001242366823961146,48.95169810517942,-48.95169810517942
1.501717160691798e-06,-0.001715013995373488,0.003164104554406342,1993.83723607353,2.55023348243703e-11,39212095946.7754,0.001210850475292515,48.87635313045191,-48.87635313045191
1.501736330555886e-06,-0.000318804384802657,0.003606191477743223,1993.428714200935,2.552574048523175e-11,39176140671.74908,0.001231071728961383,48.8252144582536,-48.8252144582536
1.501755500909399e-06,0.001144909715896428,0.003446515732007715,1993.019814455472,2.555002748050074e-11,39138901152.38348,0.001302735118363792,48.79778617194603,-48.79778617194603
1.501774671752355e-06,0.00242309646745303,0.002707489781336492,1992.610514830122,2.557594934095738e-11,39099232903.1008,0.001401564157478993,48.79363646520793,-48.79363646520793
1.501793843084773e-06,0.00329394533948222,0.001514831188845193,1992.200784977923,2.560369619179432e-11,39056860873.09879,0.001493053601460125,48.81246366578306,-48.81246366578306
1.501813014906671e-06,0.003607453104202696,7.524227722081375e-05,1991.790596803396,2.563289221735178e-11,39012374862.758,0.001552668230828788,48.85409720323381,-48.85409720323381
1.501832187218068e-06,0.003312922322836173,-0.001361058726899827,1991.379931994483,2.566293038809474e-11,38966711317.73435,0.001580826387750178,48.91843243405036,-48.91843243405036
1.501851360018984e-06,0.002468045850901357,-0.002546083626609954,1990.968781894869,2.569345763204712e-11,38920413683.54849,0.001603605693617627,49.00533722792627,-49.00533722792627
1.501870533309435e-06,0.001227612800281903,-0.003279390553557747,1990.55713949907,2.572482326608638e-11,38872958995.92526,0.001668198508170579,49.1145867888828,-49.1145867888828
1.501889707089443e-06,-0.0001860287008226692,-0.003444113614017261,1990.14498496445,2.57579589522497e-11,38822951843.88669,0.001788154017654362,49.24579868785958,-49.24579868785958
