["port 1","LEFT"]
["port 2","RIGHT"]
("port 1","mode 1",1,"port 1",1,"transmission")
(100, 3)
1.8737028624999997e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.8748865029690459e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.8760716398230088e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.8772582759013281e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.8784464140506328e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.8796360571247625e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.8808272079847909e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.8820198694990488e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.8832140445431469e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.8844097359999997e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.8856069467598475e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.8868056797202797e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.8880059377862594e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.8892077238701462e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.8904110408917197e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.8916158917782025e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.8928222794642856e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.8940302068921503e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.8952396770114941e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.8964506927795525e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.8976632571611253e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.8988773731285984e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9000930436619716e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9013102717488788e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9025290603846153e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9037494125721616e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9049713313222078e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9061948196531791e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9074198805912594e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9086465171704178e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9098747324324325e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9111045294269153e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9123359112113400e+14 0.0000000000000000e+00 0.0000000000000000e+00
1.9135688808510638e+14 0.0000000000000000e+00 0.0000000000000000e+00
